id,catalog_number,attributes
2853088,UMBW-BB-4-2A,Application: UL miniature circuit breaker | Description: Busbar | Current rating: 80/160 A | Number of poles: 46 poles | Maximum voltage: 600 Vac/Vdc | Model: UMBW-BB-4-2A
2852876,UMBW-BB-1-3A,Application: UL miniature circuit breaker | Description: Busbar | Current rating: 80/160 A | Number of poles: 48 poles | Maximum voltage: 600 Vac/Vdc | Model: UMBW-BB-1-3A
2853147,UMBW-BB-4-3A,Application: UL miniature circuit breaker | Description: Busbar | Current rating: 80/160 A | Number of poles: 48 poles | Maximum voltage: 600 Vac/Vdc | Model: UMBW-BB-4-3A
2852837,UMBW-BB-1-2,Application: UL miniature circuit breaker | Description: Busbar | Current rating: 80/160 A | Number of poles: 56 poles | Maximum voltage: 600 Vac/Vdc | Model: UMBW-BB-1-2
2853032,UMBW-BB-4-2,Application: UL miniature circuit breaker | Description: Busbar | Current rating: 80/160 A | Number of poles: 56 poles | Maximum voltage: 600 Vac/Vdc | Model: UMBW-BB-4-2
2852954,UMBW-BB-4-1,Application: UL miniature circuit breaker | Description: Busbar | Current rating: 80/160 A | Number of poles: 57 poles | Maximum voltage: 1000 Vac/Vdc | Model: UMBW-BB-4-1
2852655,UMBW-BB-1-1,Application: UL miniature circuit breaker | Description: Busbar | Current rating: 80/160 A | Number of poles: 57 poles | Maximum voltage: 600 Vac/1000 Vdc | Model: UMBW-BB-1-1
2852874,UMBW-BB-1-3,Application: UL miniature circuit breaker | Description: Busbar | Current rating: 80/160 A | Number of poles: 57 poles | Maximum voltage: 600 Vac/Vdc | Model: UMBW-BB-1-3
2853091,UMBW-BB-4-3,Application: UL miniature circuit breaker | Description: Busbar | Current rating: 80/160 A | Number of poles: 57 poles | Maximum voltage: 600 Vac/Vdc | Model: UMBW-BB-4-3
2852346,UMBW-BB-4-BUS CAP-Y,Application: UL miniature circuit breaker | Description: Busbar cap | Current rating: Not applicable | Number of poles: 3 poles | Maximum voltage: Not applicable | Model: UMBW-BB-4-BUS CAP-Y
2852638,UMBW-BB-1-BUS CAP-Y,Application: UL miniature circuit breaker | Description: Busbar cap | Current rating: Not applicable | Number of poles: 5 poles | Maximum voltage: Not applicable | Model: UMBW-BB-1-BUS CAP-Y
2852304,UMBW-BB-1-1P-END CAP,Application: UL miniature circuit breaker | Description: End cap | Current rating: Not applicable | Number of poles: 1 pole | Maximum voltage: Not applicable | Model: UMBW-BB-1-1P-END CAP
2852317,UMBW-BB-1-2/3P-E CAP,Application: UL miniature circuit breaker | Description: End cap | Current rating: Not applicable | Number of poles: 2/3 poles | Maximum voltage: Not applicable | Model: UMBW-BB-1-2/3-E-CAP
2852333,UMBW-BB-4-END CAP,Application: UL miniature circuit breaker | Description: End cap | Current rating: Not applicable | Number of poles: Not applicable | Maximum voltage: Not applicable | Model: UMBW-BB-4-END CAP
2852864,UMBW-BB-1-1P-TERM,Application: UL miniature circuit breaker | Description: Terminal | Current rating: 115 A | Number of poles: 1 pole | Maximum voltage: 1000 Vac/Vdc | Model: UMBW-BB-1-1P-TERM
2852878,UMBW-BB-4-1P-TERM,Application: UL miniature circuit breaker | Description: Terminal | Current rating: 115 A | Number of poles: 1 pole | Maximum voltage: 1000 Vac/Vdc | Model: UMBW-BB-4-1P-TERM
2852868,UMBW-BB-1-2/3P-TERM,Application: UL miniature circuit breaker | Description: Terminal | Current rating: 115 A | Number of poles: 2/3 poles | Maximum voltage: 1000 Vac/Vdc | Model: UMBW-BB-1-2/3P-TERM
1316357,TCL-CFW08,Applied product: CFW08 | Description: Blank cover | Model/Complement: TCL-CFW08 | Application: Variable speed drive | Certification: Without | Language: Without | Type: Piece
1316266,KAC-120-CFW08,Applied product: CFW08 | DESCRIPTION: Interface board | Complement: CDI08-120 | Application: Variable speed drive | Certification: EAC | Language: English
1316356,SUPERDRIVE+USB,Applied product: CFW08/09 SSW03/04/05 SCA05 CTW04 | DESCRIPTION: Recorded CD-ROM with software | Complement: SUPERDRIVE+USB | Application: Various applications | Certification: Without | Language: All languages
1308029,KSDG2-SSW06,Applied product: CFW09PM/11/500/70X SSW06/07/08 SCA06 | DESCRIPTION: Recorded CD-ROM with software | Complement: SUPERDRIVE G2 | Application: Various applications | Certification: Without | Language: Portuguese/English/Spanish
2521151,CFW100-CCAN,Applied product: CFW100 | DESCRIPTION: Communication module | Complement: CFW100-CCAN | Application: Variable speed drive | Language: Without
2521152,CFW100-CRS485,Applied product: CFW100 | DESCRIPTION: Communication module | Complement: CFW100-CRS485 | Application: Variable speed drive | Language: Without
2521153,CFW100-CUSB,Applied product: CFW100 | DESCRIPTION: Communication module | Complement: CFW100-CUSB | Application: Variable speed drive | Language: Without
5900644,CFW100-KFABC-S1,Applied product: CFW100 | DESCRIPTION: Filter board | Complement: CFW100-KFABC-S1 | Application: Variable speed drive | Language: Without
5902617,CFW100-KFABC-S2,Applied product: CFW100 | DESCRIPTION: Filter board | Complement: CFW100-KFABC-S2 | Application: Variable speed drive | Language: Without
2521155,CFW100-KHMIR,Applied product: CFW100 | DESCRIPTION: HMI | Complement: CFW100-KHMIR | Application: Variable speed drive | Language: Without
2852648,CFW100-IOA,Applied product: CFW100 | DESCRIPTION: I/Os module | Complement: CFW100-IOA | Application: Variable speed drive | Language: Without
2852860,CFW100-IOADR,Applied product: CFW100 | DESCRIPTION: I/Os module | Complement: CFW100-IOADR | Application: Variable speed drive | Language: Without
2521154,CFW100-IOAR,Applied product: CFW100 | DESCRIPTION: I/Os module | Complement: CFW100-IOAR | Application: Variable speed drive | Language: Without
2852576,CFW100-IOD,Applied product: CFW100 | DESCRIPTION: I/Os module | Complement: CFW100-IOD | Application: Variable speed drive | Language: Without
5900643,CFW100-IOP,Applied product: CFW100 | DESCRIPTION: I/Os module | Complement: CFW100-IOP | Application: Variable speed drive | Language: Without
5902618,CFW100-CFW300-MMF,Applied product: CFW100 CFW300 CFW320 | DESCRIPTION: Memory module | Complement: MMF-uDrives | Application: Variable speed drive | Language: Without
1316352,RS232-02,Applied product: CFW11 | DESCRIPTION: Communication module | Complement: RS232-02 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316335,MMF-01,Applied product: CFW11 | DESCRIPTION: Memory module | Complement: MMF-01 | Application: Variable speed drive | Certification: Without | Language: Without
1316315,KN1A-01,Applied product: CFW11 Size A | Description: Protection | Model/Complement: KN1A-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
1316337,PCSA-01,Applied product: CFW11 Size A CFW700 Size A CFW701 Size A | Description: Cables shielding | Model/Complement: PCSA-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
1316338,PCSB-01,Applied product: CFW11 Size B | Description: Cables shielding | Model/Complement: PCSB-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
1316317,KN1B-01,Applied product: CFW11 Size B | Description: Protection | Model/Complement: KN1B-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
1316339,PCSC-01,Applied product: CFW11 Size C | Description: Cables shielding | Model/Complement: PCSC-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
1316319,KN1C-01,Applied product: CFW11 Size C | Description: Protection | Model/Complement: KN1C-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
1316295,KIP21D-01,Applied product: CFW11 Size D | Description: Protection | Model/Complement: KIP21D-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
1316340,PCSD-01,Applied product: CFW11 Size D CFW700 Size D CFW701 Size D | Description: Cables shielding | Model/Complement: PCSD-01 | Application: Variable speed drive | Certification: Without | Language: Portuguese/English/Spanish | Type: Kit
1316323,KN1E-01,Applied product: CFW11 Size E 105A and 142A CFW700 Size E 105A and 142A CFW701 Size E 105A and 142A | Description: Protection | Model/Complement: KN1E-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
1316324,KN1E-02,Applied product: CFW11 Size E 180A and 211A CFW700 Size E 180A and 211A CFW701 Size E 180A and 211A | Description: Protection | Model/Complement: KN1E-02 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
1316341,PCSE-01,Applied product: CFW11 Size E CFW700 Size E CFW701 Size E | Description: Cables shielding | Model/Complement: PCSE-01 | Application: Variable speed drive | Certification: Without | Language: Portuguese/English/Spanish | Type: Kit
1316325,KN1F-01,Applied product: CFW11 Size F | Description: Protection | Model/Complement: KN1F-01 | Application: Variable speed drive | Certification: Without | Language: Portuguese/English/Spanish | Type: Kit
1316326,KN1G-01,Applied product: CFW11 Size G | Description: Protection | Model/Complement: KN1G-01 | Application: Variable speed drive | Certification: Without | Language: Without | Type: Kit
1316056,CAN/RS485-01,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: CAN/RS485-01 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316228,DEVICENET-05,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: DEVICENET-05 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
2853494,ETHERCAT-01,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: ETHERCAT-01 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316244,ETHERNET/IP-05,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: ETHERNETIP-05 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
2853438,ETHERNETIP-2P-05,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: ETHERNETIP-2P-05 | Application: Variable speed drive | Language: Portuguese/English/Spanish
2523743,MODBUSTCP-05,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: MODBUSTCP-05 | Application: Variable speed drive | Language: Portuguese/English/Spanish
1316346,PROFDP-05,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: PROFDP-05 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
2523953,PROFINET IO-05,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: PROFINETIO-05 | Application: Variable speed drive | Language: Portuguese/English/Spanish
1316351,RS232-01,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: RS232-01 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316353,RS232-05,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: RS232-05 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316354,RS485-01,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: RS485-01 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316355,RS485-05,Applied product: CFW11 CFW11M | DESCRIPTION: Communication module | Complement: RS485-05 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316242,ENC-01,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: ENC-01 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316243,ENC-02,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: ENC-02 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316259,IOA-01,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: IOA-01 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316260,IOB-01,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: IOB-01 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316261,IOC-01,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: IOC-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish
1316262,IOC-02,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: IOC-02 | Application: Variable speed drive | Language: Portuguese/English/Spanish
1316263,IOE-01,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: IOE-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish
1316264,IOE-02,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: IOE-02 | Application: Variable speed drive | Language: Portuguese/English/Spanish
1316265,IOE-03,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: IOE-03 | Application: Variable speed drive | Language: Portuguese/English/Spanish
1316343,PLC11-01,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: PLC11-01 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316344,PLC11-02,Applied product: CFW11 CFW11M | DESCRIPTION: Function expansion module | Complement: PLC11-02 | Application: Variable speed drive | Certification: EAC | Language: Portuguese/English/Spanish
1316349,RHMIF-01,Applied product: CFW11 CFW11M | Description: Hmi frame | Model/Complement: RHMIF-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish | Type: Kit
2852568,MMF-03,Applied product: CFW11 CFW11M | DESCRIPTION: Memory module | Complement: MMF-03 | Application: Variable speed drive | Certification: Without | Language: Without
1316246,HMI-01,Applied product: CFW11 CFW11M CFW500 | DESCRIPTION: HMI | Complement: HMI-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish
1316057,CAN-01,Applied product: CFW11 CFW11M CFW700 | DESCRIPTION: Communication module | Complement: CAN-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish
5741379,PROFIBUS DP-01,Applied product: CFW11 CFW11M CFW700 | DESCRIPTION: Communication module | Complement: PROFIBUS DP-01 | Application: Variable speed drive | Language: Portuguese/English/Spanish
1316252,IHM-CAB-RS-10M,Applied product: CFW11 CFW11M CFW700 CFW701 | DESCRIPTION: HMI communication cable | Complement: CAB-RS-10M | Application: Variable speed drive | Language: Without
1316253,IHM-CAB-RS-1M,Applied product: CFW11 CFW11M CFW700 CFW701 | DESCRIPTION: HMI communication cable | Complement: CAB-RS-1M | Application: Variable speed drive | Language: Without
1316254,IHM-CAB-RS-2M,Applied product: CFW11 CFW11M CFW700 CFW701 | DESCRIPTION: HMI communication cable | Complement: CAB-RS-2M | Application: Variable speed drive | Language: Without
1316255,IHM-CAB-RS-3M,Applied product: CFW11 CFW11M CFW700 CFW701 | DESCRIPTION: HMI communication cable | Complement: CAB-RS-3M | Application: Variable speed drive | Language: Without
1316256,IHM-CAB-RS-5M,Applied product: CFW11 CFW11M CFW700 CFW701 | DESCRIPTION: HMI communication cable | Complement: CAB-RS-5M | Application: Variable speed drive | Language: Without
1316257,IHM-CAB-RS-7.5M,"Applied product: CFW11 CFW11M CFW700 CFW701 | DESCRIPTION: HMI communication cable | Complement: CAB-RS-7,5M | Application: Variable speed drive | Language: Without"
1316251,HMID-01,Applied product: CFW11 CFW700 CFW701 | Description: Blank cover | Model/Complement: HMID-01 | Application: Variable speed drive | Language: Without | Type: Piece
5740243,CFW300-CCAN,Applied product: CFW300 | DESCRIPTION: Communication module | Complement: CFW300-CCAN | Application: Variable speed drive | Language: Without
6373363,CFW300-CETH,Applied product: CFW300 | DESCRIPTION: Communication module | Complement: CFW300-CETH | Application: Variable speed drive | Language: Without
5740244,CFW300-CPDP,Applied product: CFW300 | DESCRIPTION: Communication module | Complement: CFW300-CPDP | Application: Variable speed drive | Language: Without
5740245,CFW300-CRS232,Applied product: CFW300 | DESCRIPTION: Communication module | Complement: CFW300-CRS232 | Application: Variable speed drive | Language: Without
5740246,CFW300-CRS485,Applied product: CFW300 | DESCRIPTION: Communication module | Complement: CFW300-CRS485 | Application: Variable speed drive | Language: Without
5740247,CFW300-CUSB,Applied product: CFW300 | DESCRIPTION: Communication module | Complement: CFW300-CUSB | Application: Variable speed drive | Language: Without
